ItemCode,Description,CategoryDescript,Sum_Qty,StoreCode,LotNumber,Unit_Cost,Value_On_Hand
VB10.0WGR,VERTICAL 10000LT BUDGET WATER GREY,TANKS VERTICAL,-2.00,RM,02032025RM1355,0.0000,0.000000
VB10.0WJDG,VERTICAL 10 000LT BUDGET WATER J/D GREEN,TANKS VERTICAL,0.00,RM,02032025RM925,0.0000,0.000000
VB10.0WSG,VERTICAL 10 000LT BUDGET WATER SAGE GREE,TANKS VERTICAL,0.00,RM,02032025RM926,0.0000,0.000000
VB2.5WB,VERTICAL BUDGET 2500L WATER BEIGE,TANKS VERTICAL,0.00,RM,02032025RM927,0.0000,0.000000
VB2.5WCB,VERTICAL BUDGET 2500L WATER COFFEE BROWN,TANKS VERTICAL,-48.00,RM,02032025RM928,0.0000,0.000000
VB2.5WDG,VERTICAL BUDGET 2500L WATER DARK GREEN,TANKS VERTICAL,-47.00,RM,02032025RM929,0.0000,0.000000
VB2.5WG,VERTICAL BUDGET 2500L WATER GREY,TANKS VERTICAL,-1.00,RM,02032025RM930,0.0000,0.000000
VB2.5WG29708,VERTICAL BUDGET 2500L WATER GREY 29708,TANKS VERTICAL,0.00,RM,02032025RM931,0.0000,0.000000
VBD5.0WB,V 5000LT BUDGET DUMPIE WATER BEIGE,TANKS VERTICAL,-27.00,RM,02032025RM932,0.0000,0.000000
VBD5.0WB916,V 5000LT BUDGET DUMPIE WATER BEIGE 916,TANKS VERTICAL,0.00,RM,02032025RM933,0.0000,0.000000
VBD5.0WBL,V 5000LT BUDGET DUMPIE WATER BLUE,TANKS VERTICAL,0.00,RM,02032025RM934,0.0000,0.000000
VBD5.0WBLK,V 5000LT BUDGET DUMPIE WATER BLACK,TANKS VERTICAL,0.00,RM,02032025RM935,0.0000,0.000000
VBD5.0WBSH,V 5000LT BDGET DUMPIE WATER BEIGE S/HAND,SECONDS,0.00,RM,02032025RM936,0.0000,0.000000
VBD5.0WCB,V5000LT BUDGET DUMPIE WATER COFFEE BROWN,TANKS VERTICAL,-78.00,RM,02032025RM937,0.0000,0.000000
VBD5.0WDG,V 5000LT BUDGET DUMPIE WATER DARK GREEN,TANKS VERTICAL,-178.00,RM,02032025RM938,0.0000,0.000000
VBD5.0WGR,V 5000LT BUDGET DUMPIE WATER GREY,TANKS VERTICAL,-19.00,RM,02032025RM939,0.0000,0.000000
VBD5.0WHK,V5000LT BUDGET DUMPIE WATER HENRED KHAKI,TANKS VERTICAL,0.00,RM,02032025RM940,0.0000,0.000000
VBD5.0WJDG,V 5000LT BUDGET DUMPIE WATER J/D GREEN,TANKS VERTICAL,0.00,RM,02032025RM941,0.0000,0.000000
VBD5.0WR,V 5000LT BUDGET DUMPIE WATER RED,TANKS VERTICAL,0.00,RM,02032025RM942,0.0000,0.000000
VBD5.0WSB,V5000LT BUDGET DUMPIE WATER SECONDS BEIG,SECONDS,0.00,RM,02032025RM943,0.0000,0.000000
VBD5.0WSBLK,V 5000LT BUDGET DUMPIE WATER SECONDS BLK,SECONDS,0.00,RM,02032025RM944,0.0000,0.000000
VBD5.0WSCB,V5000LT BUDG DUMP WATER SECOND COF BRWN,SECONDS,0.00,RM,02032025RM945,0.0000,0.000000
VBD5.0WSDG,V5000 BUDGET DUMPIE WATER SECOND D/GREEN,SECONDS,0.00,RM,02032025RM946,0.0000,0.000000
VBD5.0WSG,V 5000LT BUDGET DUMPIE WATER SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM947,0.0000,0.000000
VBD5.0WSGR,V 5000LT BUDGET DUMPIE WATER SECOND GREY,SECONDS,0.00,RM,02032025RM948,0.0000,0.000000
VBD5.0WSSG,V5000 BUDGET DUMPIE WATER SECOND S/GREEN,SECONDS,0.00,RM,02032025RM949,0.0000,0.000000
VBD5.0WY,V 5000LT BUDGET DUMPIE WATER YELLOW,TANKS VERTICAL,0.00,RM,02032025RM950,0.0000,0.000000
VD5.0EH,V DUMPIE 5000LT EXTRA HEAVY NATURAL,TANKS VERTICAL,0.00,RM,02032025RM951,0.0000,0.000000
VD5.0HBL,V DUMPIE 5000LT HEAVY BLUE,TANKS VERTICAL,-2.00,RM,02032025RM952,0.0000,0.000000
VD5.0HBLK,V DUMPIE 5000LT HEAVY BLACK,TANKS VERTICAL,-2.00,RM,02032025RM953,0.0000,0.000000
VD5.0HN,V DUMPIE 5000LT HEAVY NATURAL,TANKS VERTICAL,-7.00,RM,02032025RM954,0.0000,0.000000
VD5.0HSG,V DUMPIE 5000LT HEAVY SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM955,0.0000,0.000000
VD5.0HSGR,V DUMPIE 5000LT HEAVY GREY SECONDS,SECONDS,0.00,RM,02032025RM956,0.0000,0.000000
VD5.0HY,V DUMPIE 5000LT HEAVY YELLOW,TANKS VERTICAL,-1.00,RM,02032025RM957,0.0000,0.000000
VD5.0M,V DUMPIE 5000LT MEDIUM BLUE,TANKS VERTICAL,-3.00,RM,02032025RM958,0.0000,0.000000
VD5.0MDG,V DUMPIE 5000LT MEDIUM DARK GREEN,TANKS VERTICAL,-7.00,RM,02032025RM959,0.0000,0.000000
VD5.0MN,V DUMPIE 5000LT MEDIUM NATURAL,TANKS VERTICAL,-36.00,RM,02032025RM960,0.0000,0.000000
VD5.0MNS,V DUMPIE 5000LT MEDIUM NATURAL SECONDS,SECONDS,0.00,RM,02032025RM961,0.0000,0.000000
VD5.0MSG,V DUMPIE 5000LT MEDIUM SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM962,0.0000,0.000000
VD5.0WB,VERTICAL 5000LT DUMPIE BEIGE,TANKS VERTICAL,-322.00,RM,02032025RM963,0.0000,0.000000
VD5.0WBG,VERTICAL 5000LT DUMPIE BIRCH GREY,TANKS VERTICAL,-1.00,RM,02032025RM1456,0.0000,0.000000
VD5.0WBL,VERTICAL 5000LT DUMPIE BLUE,TANKS VERTICAL,-11.00,RM,02032025RM964,0.0000,0.000000
VD5.0WBLK,VERTICAL 5000LT DUMPIE BLACK,TANKS VERTICAL,-2.00,RM,02032025RM965,0.0000,0.000000
VD5.0WBLSTERI,VERTICAL 5000LT BLUE STERI TANK,TANKS VERTICAL,0.00,RM,02032025RM1069,0.0000,0.000000
VD5.0WBO,VERTICAL 5000LT DUMPIE BRONZE OLIVE,TANKS VERTICAL,-66.00,RM,02032025RM1324,0.0000,0.000000
VD5.0WBS,V 5000LT DUMPIE WATER SECONDS BEIGE,SECONDS,-1.00,RM,02032025RM966,0.0000,0.000000
VD5.0WCB,VERTICAL 5000LT DUMPIE COFFEE BROWN,TANKS VERTICAL,-300.00,RM,02032025RM967,0.0000,0.000000
VD5.0WCBS,VERTICAL 5000LT DUMPIE COFFEE BRWN SECON,SECONDS,-2.00,RM,02032025RM968,0.0000,0.000000
VD5.0WCG,VERTICAL 5000LT DUMPIE CHARCOAL GREY,TANKS VERTICAL,-2.00,RM,02032025RM969,0.0000,0.000000
VD5.0WDG,VERTICAL 5000LT DUMPIE DARK GREEN,TANKS VERTICAL,-1139.00,RM,02032025RM970,0.0000,0.000000
VD5.0WDGSH,VERTICAL 5000LT DUMPIE DARK GREEN S/HAND,SECONDS,0.00,RM,02032025RM971,0.0000,0.000000
VD5.0WGP,V 5000LT DUMPIE NATURAL WITH GREEN PIGM,TANKS VERTICAL,0.00,RM,02032025RM972,0.0000,0.000000
VD5.0WGR,VERTICAL 5000LT DUMPIE GREY,TANKS VERTICAL,-411.00,RM,02032025RM973,0.0000,0.000000
VD5.0WGRG,VERTICAL 5000LT DUMPIE GRANITE GREY,TANKS VERTICAL,-4.00,RM,02032025RM1321,0.0000,0.000000
VD5.0WJDG,VERTICAL 5000LT DUMPIE J/D GREEN,TANKS VERTICAL,0.00,RM,02032025RM974,0.0000,0.000000
VD5.0WJDGSH,VERTICAL 5000LT DUMPIE J/D GREEN S/HAND,SECONDS,0.00,RM,02032025RM975,0.0000,0.000000
VD5.0WN,VERTICAL 5000LT DUMPIE NATURAL,TANKS VERTICAL,0.00,RM,02032025RM976,0.0000,0.000000
VD5.0WP,VERTICAL 5000LT DUMPIE PINK,TANKS VERTICAL,0.00,RM,02032025RM977,0.0000,0.000000
VD5.0WPUR,VERTICAL 5000LT DUMPIE PURPLE,TANKS VERTICAL,-1.00,RM,02032025RM978,0.0000,0.000000
VD5.0WSDG,V5000LT DUMPIE WATER SECONDS DARK GREEN,SECONDS,-4.00,RM,02032025RM979,0.0000,0.000000
VD5.0WSG,VERTICAL 5000LT DUMPIE SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM980,0.0000,0.000000
VD5.0WSGR,V5000LT DUMPIE WATER SECONDS GREY,SECONDS,-2.00,RM,02032025RM981,0.0000,0.000000
VD5.0WSGS,V 5000LT DUMPIE WATER SECOND SAGE GREEN,SECONDS,0.00,RM,02032025RM982,0.0000,0.000000
VD5.0WSJDG,V5000LT DUMPIE WATER SECONDS J/D GREEN,SECONDS,0.00,RM,02032025RM983,0.0000,0.000000
VD5.0WSN,V5000LT DUMPIE WATER SECONDS NATURAL,SECONDS,0.00,RM,02032025RM984,0.0000,0.000000
VD5.0WY,VERTICAL 5000LT DUMPIE YELLOW,TANKS VERTICAL,-1.00,RM,02032025RM985,0.0000,0.000000
VE0.25WDG,VERTICAL ECO 250LT WATER DARK GREEN,TANKS VERTICAL,0.00,RM,02032025RM986,0.0000,0.000000
VE5.0CB,VERTICAL EASY WATER 5000LT COFFEE BROWN,CUSTOM,0.00,RM,02032025RM987,0.0000,0.000000
VEW0.25B,VERTICAL EASY WATER 250LT COFFEE BROWN,CUSTOM,0.00,RM,02032025RM988,0.0000,0.000000
VEW0.5B,VERTICAL EASY WATER 500LT COFFEE BROWN,CUSTOM,-5.00,RM,02032025RM989,0.0000,0.000000
VEW1.0B,VERTICAL EASY WATER 1000LT COFFEE BROWN,CUSTOM,-2.00,RM,02032025RM990,0.0000,0.000000
VEW1.5B,VERTICAL EASY WATER 1500LT COFFEE BROWN,CUSTOM,-2.00,RM,02032025RM991,0.0000,0.000000
VEW10.0B,VERTICAL EASY WATER 10 000LT COFFEE BROW,CUSTOM,0.00,RM,02032025RM992,0.0000,0.000000
VEW2.5B,VERTICAL EASY WATER 2500LT COFFEE BROWN,CUSTOM,-5.00,RM,02032025RM993,0.0000,0.000000
VEW5.0CB,VERTICAL EASY WATER 5000LT COFFEE BROWN,CUSTOM,0.00,RM,02032025RM994,0.0000,0.000000
VEW5.5B,VERTICAL EASY WATER 5500LT COFFEE BROWN,CUSTOM,0.00,RM,02032025RM995,0.0000,0.000000
VEW8.0CB,VERTICAL EASY WATER 8000L COFFEE BROWN,CUSTOM,-4.00,RM,02032025RM996,0.0000,0.000000
VEWSLIMJILLCB,EASY WATER SLIMJILL COFFEE BROWN,CUSTOM,0.00,RM,02032025RM997,0.0000,0.000000
VH0.5WB,VERTICAL 500LT HERO WATER BEIGE,URBAN WATER,0.00,RM,02032025RM998,0.0000,0.000000
VH0.5WDG,VERTICAL 500LT HERO WATER DARK GREEN,URBAN WATER,0.00,RM,02032025RM999,0.0000,0.000000
VH0.5WGR,VERTICAL 500LT HERO WATER GREY,URBAN WATER,0.00,RM,02032025RM1000,0.0000,0.000000
VH0.5WSG,VERTICAL 500LT HERO WATER SAGE GREEN,URBAN WATER,0.00,RM,02032025RM1001,0.0000,0.000000
VH0.5WSGS,VERTICAL 500LT HERO WATER SAGE GR SECOND,SECONDS,0.00,RM,02032025RM1002,0.0000,0.000000
VH1.5WB,VERTICAL 1500LT HERO WATER BEIGE,URBAN WATER,0.00,RM,02032025RM1003,0.0000,0.000000
VH1.5WDG,VERTICAL 1500LT HERO WATER DARK GREEN,URBAN WATER,0.00,RM,02032025RM1004,0.0000,0.000000
VH1.5WDGS,V 1500LT HERO WATER DARK GREEN SECONDS,SECONDS,0.00,RM,02032025RM1005,0.0000,0.000000
VH1.5WO,VERTICAL 1500LT HERO WATER ORANGE,URBAN WATER,0.00,RM,02032025RM1006,0.0000,0.000000
VH1.5WSG,VERTICAL 1500LT HERO WATER SAGE GREEN,URBAN WATER,0.00,RM,02032025RM1007,0.0000,0.000000
VH10.0WB,VERTICAL 10 000LT HERO WATER BEIGE,URBAN WATER,0.00,RM,02032025RM1008,0.0000,0.000000
VH10.0WBL,VERTICAL 10 000LT HERO WATER BLUE,URBAN WATER,0.00,RM,02032025RM1009,0.0000,0.000000
VH10.0WDG,VERTICAL 10 000LT HERO WATER DARK GREEN,URBAN WATER,0.00,RM,02032025RM1010,0.0000,0.000000
VH10.0WGR,VERTICAL 10 000LT HERO WATER GREY,URBAN WATER,0.00,RM,02032025RM1011,0.0000,0.000000
VH10.0WHK,VERTICAL 10 000LT HERO WATER HENRED KHAK,URBAN WATER,0.00,RM,02032025RM1012,0.0000,0.000000
VH10.0WJDG,VERTICAL 10 000LT HERO WATER J/D GREEN,URBAN WATER,0.00,RM,02032025RM1013,0.0000,0.000000
VH10.0WR,VERTICAL 10 000LT HERO WATER RED,URBAN WATER,0.00,RM,02032025RM1014,0.0000,0.000000
VH10.0WSG,VERTICAL 10 000LT HERO WATER SAGE GREEN,URBAN WATER,-1.00,RM,02032025RM1015,0.0000,0.000000
VH5.0WB,VERTICAL 5000LT HERO WATER BEIGE,URBAN WATER,0.00,RM,02032025RM1017,0.0000,0.000000
VH5.0WCB,VERTICAL 5000LT HERO WATER COFFEE BROWN,URBAN WATER,0.00,RM,02032025RM1018,0.0000,0.000000
VH5.0WDG,VERTICAL 5000LT HERO WATER DARK GREEN,URBAN WATER,0.00,RM,02032025RM1019,0.0000,0.000000
VH5.0WGR,VERTICAL 5000LT HERO WATER GREY,URBAN WATER,0.00,RM,02032025RM1020,0.0000,0.000000
VH5.0WHK,VERTICAL 5000LT HERO WATER HENRED KHAKI,URBAN WATER,0.00,RM,02032025RM1021,0.0000,0.000000
VH5.0WS,VERTICAL 5000LT HERO WATER SECOND,SECONDS,0.00,RM,02032025RM1022,0.0000,0.000000
VH5.0WSG,VERTICAL 5000LT HERO WATER SAGE GREEN,URBAN WATER,-1.00,RM,02032025RM1023,0.0000,0.000000
VS0.25,VERTICAL SCARAB 250LT DB SAGE GREEN,SCARAB,0.00,RM,02032025RM1024,0.0000,0.000000
VS0.5,VERTICAL SCARAB 500LT DB SAGE GREEN,SCARAB,0.00,RM,02032025RM1025,0.0000,0.000000
VS0.5B,VERTICAL SCARAB 500LT DB NEL BEIGE,SCARAB,0.00,RM,02032025RM1026,0.0000,0.000000
VS0.5HK,VERTICAL SCARAB 500LT DB HENRED KHAKI,SCARAB,0.00,RM,02032025RM1027,0.0000,0.000000
VS1.0,VERTICAL SCARAB 1000LT DB SAGE GREEN,SCARAB,0.00,RM,02032025RM1028,0.0000,0.000000
VS1.5,VERTICAL SCARAB 1500LT DB SAGE GREEN,SCARAB,0.00,RM,02032025RM1029,0.0000,0.000000
VS1.5B,VERTICAL SCARAB 1500LT NEL BEIGE,SCARAB,0.00,RM,02032025RM1030,0.0000,0.000000
VS10.0,VERTICAL SCARAB 10 000LT DB SAGE GREEN,SCARAB,0.00,RM,02032025RM1031,0.0000,0.000000
VS10.0B,VERTICAL SCARAB 10 000LT DB NEL BEIGE,SCARAB,0.00,RM,02032025RM1032,0.0000,0.000000
VS10.0HK,VERTICAL SCARAB 10 000LT DB HENRED KHAKI,SCARAB,0.00,RM,02032025RM1033,0.0000,0.000000
VS2.5,VERTICAL SCARAB 2500LT DB SAGE GREEN,SCARAB,0.00,RM,02032025RM1034,0.0000,0.000000
VS2.5B,VERTICAL SCARAB 2500LT DB NELBEIGE,SCARAB,0.00,RM,02032025RM1035,0.0000,0.000000
VS2.5HK,VERTICAL SCARAB 2500LT DB HENRED KHAKI,SCARAB,0.00,RM,02032025RM1036,0.0000,0.000000
VS5.0,VERTICAL SCARAB 5000LT DB SAGE GREEN,SCARAB,0.00,RM,02032025RM1037,0.0000,0.000000
VS5.0DG,VERTICAL SCARAB 5000LT DARK GREEN,SCARAB,0.00,RM,02032025RM1038,0.0000,0.000000
VS5.0HK,VERTICAL SCARAB 5000LT DB HENRED KHAKI,SCARAB,0.00,RM,02032025RM1039,0.0000,0.000000
VS5.5,VERTICAL SCARAB 5500LT DB SAGE GREEN,SCARAB,0.00,RM,02032025RM1040,0.0000,0.000000
VS8.0,VERTICAL SCARAB 8000L DB SAGE GREEN,SCARAB,0.00,RM,02032025RM1041,0.0000,0.000000
VT5.0EH,V TALL 5000LT EXTRA HEAVY,TANKS VERTICAL,0.00,RM,02032025RM1042,0.0000,0.000000
VT5.0HDG,V TALL 5000LT HEAVY DARK GREEN,TANKS VERTICAL,-4.00,RM,02032025RM1043,0.0000,0.000000
VT5.0HN,V TALL 5000LT HEAVY NATURAL,TANKS VERTICAL,0.00,RM,02032025RM1044,0.0000,0.000000
VT5.0HSG,V TALL 5000LT HEAVY SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM1045,0.0000,0.000000
VT5.0MBL,V TALL 5000LT MEDIUM BLUE,TANKS VERTICAL,0.00,RM,02032025RM1046,0.0000,0.000000
VT5.0MDG,V TALL 5000LT MEDIUM DARK GREEN,TANKS VERTICAL,0.00,RM,02032025RM1047,0.0000,0.000000
VT5.0MN,V TALL 5000LT MEDIUM NATURAL,TANKS VERTICAL,0.00,RM,02032025RM1048,0.0000,0.000000
VT5.0MSG,V TALL 5000LT MEDIUM SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM1049,0.0000,0.000000
VT5.0WB,V TALL 5000LT WATER BEIGE,TANKS VERTICAL,0.00,RM,02032025RM1050,0.0000,0.000000
VT5.0WBL,V TALL 5000LT WATER BLUE,TANKS VERTICAL,0.00,RM,02032025RM1051,0.0000,0.000000
VT5.0WBLK,V TALL 5000LT WATER BLACK,TANKS VERTICAL,0.00,RM,02032025RM1052,0.0000,0.000000
VT5.0WCB,V TALL 5000LT WATER COFFEE BROWN,TANKS VERTICAL,0.00,RM,02032025RM1053,0.0000,0.000000
VT5.0WDG,V TALL 5000LT WATER DARK GREEN,TANKS VERTICAL,-7.00,RM,02032025RM1054,0.0000,0.000000
VT5.0WGR,V TALL 5000LT WATER GREY,TANKS VERTICAL,0.00,RM,02032025RM1055,0.0000,0.000000
VT5.0WJDG,V TALL 5000LT WATER J/D GREEN,TANKS VERTICAL,0.00,RM,02032025RM1056,0.0000,0.000000
VT5.0WN,V TALL 5000LT WATER NATURAL,TANKS VERTICAL,0.00,RM,02032025RM1057,0.0000,0.000000
VT5.0WSG,V TALL 5000LT WATER SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM1058,0.0000,0.000000
VT5.0WY,V TALL 5000LT WATER YELLOW,TANKS VERTICAL,0.00,RM,02032025RM1059,0.0000,0.000000
VTANK,VEGTECH TANK 750L BROWN PIGMENT,CUSTOM,-44.00,RM,02032025RM1060,0.0000,0.000000
VTANKS,VEGTECH TANK 750L SECONDS,SECONDS,0.00,RM,02032025RM1061,0.0000,0.000000
VU2.5WDG,VERTICAL 2500LT URBAN WATER DARK GREEN,URBAN WATER,-1.00,RM,02032025RM1016,0.0000,0.000000
VU2.5WHK,URBAN SLIM 2500LT WATER HENRED KHAKI,TANKS VERTICAL,0.00,RM,02032025RM1468,0.0000,0.000000
VUS2.5WB,URBAN SLIM 2500LT WATER BEIGE,URBAN WATER,-7.00,RM,02032025RM1062,0.0000,0.000000
VUS2.5WBLK,URBAN SLIM 2500LT WATER BLACK,URBAN WATER,0.00,RM,02032025RM1063,0.0000,0.000000
VUS2.5WCB,URBAN SLIM 2500LT WATER COFFEE BROWN,URBAN WATER,-3.00,RM,02032025RM1064,0.0000,0.000000
VUS2.5WGR,URBAN SLIM 2500L WATER GREY,URBAN WATER,-2.00,RM,02032025RM1065,0.0000,0.000000
VUS5.0WB,URBAN SLIM 5000L WATER BEIGE,URBAN WATER,0.00,RM,02032025RM1066,0.0000,0.000000
VUS5.0WBO,URBAN SLIM 5000L WATER BRONZE OLIVE,URBAN WATER,-2.00,RM,02032025RM1416,0.0000,0.000000
VUS5.0WCB,URBAN SLIM 5000L WATER COFFEE BROWN,URBAN WATER,-3.00,RM,02032025RM1067,0.0000,0.000000
VUS5.0WGR,URBAN SLIM 5000L WATER GREY,URBAN WATER,-4.00,RM,02032025RM1068,0.0000,0.000000
WAS-BOD-G-51616,XOX BODY WASHERS EI GALV M5 x16 x1.6,Fittings,0.00,RM,02032025RM1189,0.0000,0.000000
WAS-BOD-G-51916,WASHERS M05 FLAT GALV 19X16,Fittings,25130.00,RM,02032025RM1190,0.2500,6282.500000
WAS-BON-M6X019,BONDED WASHERS M6X19,Fittings,10450.00,RM,02032025RM1191,0.1700,1776.500000
WAS-FLAT-M10,FLAT WASHER DIN125 M10 ZINC PLT,Fittings,12050.00,RM,02032025RM1310,0.2400,2892.000000
WAS-FLAT-M12-BLK,FLAT WASHER DIN125 M12 PLAIN/BLK,Consumables,10000.00,RM,02032025RM1296,0.3200,3200.000000
WAS-FLAT-M12-ZINC,FLAT WASHER DIN125 M12 ZINC PLT,Fittings,6270.00,RM,02032025RM1318,0.3900,2445.300000
Y5004,MERCURY PLASTICS YELLOW Y5004,PIGMENTS,0.00,RM,02032025RM1208,0.0000,0.000000
Y600.0,CABLE ASSEMBLY STD (450mm LID),Fittings,0.00,RM,02032025RM1192,28.2800,0.000000
Z001.V,175MM LID-VENTED + STD SEAL,Fittings,7.00,RM,02032025RM1193,87.9100,615.370000
Z004.1,160MM LID - VENTED + STD SEAL,Fittings,0.00,RM,02032025RM1194,82.4000,0.000000
Z010,40/20MM REDUCER,Fittings,0.00,RM,02032025RM1195,7.4900,0.000000
Z014.0,50/40MM REDUCER,Fittings,3100.00,RM,02032025RM1196,7.0900,21979.000000
Z014.4,40MM THUMB PLUG,Fittings,3650.00,RM,02032025RM1197,7.1000,25915.000000
Z014.V,50MM VENT WITH ST MESH,Fittings,0.00,RM,02032025RM1165,17.0900,0.000000
Z019,16X2 COUPLER,Fittings,0.00,RM,02032025RM1198,9.2400,0.000000
Z020,16X16 COUPLER,Fittings,0.00,RM,02032025RM1199,9.2400,0.000000
Z024.0,LABYRINTH VENT - BOLT ON,Fittings,0.00,RM,02032025RM1273,31.7800,0.000000
Z040.1,15MM FLOAT VALVE + 2 - WAY BH,Fittings,0.00,RM,02032025RM1298,275.1500,0.000000
Z040.2,25MM FLOAT VALVE + 2 - WAY BH,Fittings,0.00,RM,02032025RM1299,508.4200,0.000000
Z040.3,40MM FLOAT VALVE + 2 - WAY BH,Fittings,3.00,RM,02032025RM1274,530.6100,1591.830000
Z080,70MM OVERFLOW VENT - FLAT,Fittings,0.00,RM,02032025RM1200,34.1100,0.000000
Z110.C,GRAINFEEDER SET,Fittings,0.00,RM,02032025RM1272,52.0900,0.000000
